"name","score","genre","thumbnail","userscore","summary","platform","publisher","developer","rating","rlsdate","url"
"Town of Salem",NA,"Miscellaneous","http://static.metacritic.com/images/products/games/9/7c60c0c7d818238872aed87bbd5db498-98.jpg","8.2","Influenced by the party games Werewolf and Mafia, Town of Salem is a game of murder, mystery and deception.","PC","BlankMediaGames","BlankMediaGames","","2014-12-15","http://www.metacritic.com/game/pc/town-of-salem"
"Train Simulator",NA,"Simulation","http://static.metacritic.com/images/products/games/98w-game.jpg",NA,"Aces Studio is developing a new train simulator based on the Flight Simulator X platform.","PC","","Aces Studio","","1970-01-01","http://www.metacritic.com/game/pc/train-simulator"
"Train Simulator 2015","73","Simulation","http://static.metacritic.com/images/products/games/7/ac3e848813c9c0af13f02c0cba499461-98.jpg","4.4","","PC","RailSimulator.com","Dovetail Games","E","2014-09-18","http://www.metacritic.com/game/pc/train-simulator-2015"
"Transformice",NA,"Action","http://static.metacritic.com/images/products/games/4/0e14e448a928f88d21c6750af90b8747-98.jpg","7.4","Transformice is an MMO platformer about a bunch of mice running to bring back the booty of cheese. Will the almighty Shaman help you or just ruin everything? Millions of levels, hectic physics, skill trees, and more importantly... hats.","PC","Atelier 801","Atelier 801","","2015-01-30","http://www.metacritic.com/game/pc/transformice"
"Tree of Life",NA,"Action Adventure","http://static.metacritic.com/images/products/games/5/b2b95dc7a30d74d9fceacedda8910098-98.jpg",NA,"A Sandbox MMORPG. In a massive world explore, settle with thousands of other players. We unfold a new world where you can do whatever you would like.","PC","oddonegames","oddonegames","","1970-01-01","http://www.metacritic.com/game/pc/tree-of-life"
"Tropico 5","75","Other Strategy Games","http://static.metacritic.com/images/products/games/8/797efcdf15f7060f252eb2820a03ffd3-98.jpg","7","Packed with a host of new gameplay features and new artwork designed from scratch, Tropico 5 takes the series into a new direction - dynasties!. You, as El Presidente, will first take control of the infamous island of Tropico during early colonial times and then guide it through the centuries as the world changes and moves ever forward. You must tackle the changing needs of your people, as well as opposing governments and factions, and thus lay the foundations for your own dynasty. As you move through your years in office you can promote members of your extended family on the island to positions of power: such as ambassador, commanding general or even Supreme Ruler, to ensure your legacy thrives through the eras. As your influence and wealth grows, so do the threats to your burgeoning island superpower. Can you survive both World Wars, prosper through the Great Depression, rule as an iron-fisted dictator through the Cold War and advance your country to modern times and beyond? From the 19th to the 21st century, each era carries its own challenges and opportunities. As well as a wealth of other new features, including advanced trading mechanics, technology, scientific research trees and island exploration, Tropico 5 adds cooperative and competitive multiplayer for up to four players for the first time in the series' history.","PC","Kalypso","Haemimont","T","2014-06-17","http://www.metacritic.com/game/pc/tropico-5"
"Trove",NA,"Role-Playing","http://static.metacritic.com/images/products/games/3/2b1ae1689ca43bb1bc555e63990224f1-98.jpg","7.3","A free-to-play action MMO. The Sun Goddess has shattered the world into infinite realms. Now they’re yours to explore, build, and protect.","PC","Trion Worlds","Trion Worlds","","2015-07-09","http://www.metacritic.com/game/pc/trove"
"Ultra Street Fighter IV","82","Action","http://static.metacritic.com/images/products/games/1/d26f869347a7dde530c3ec1f07fba600-98.jpg","7","The series evolves to a whole new level with Ultra Street Fighter IV for PlayStation 3, Xbox 360, and PC. Continuing the tradition of excellence the series is known for, five new characters and six new stages have been added for even more fighting mayhem, with rebalanced gameplay and original modes topping off this offering.","PC","Capcom","Capcom","T","2014-08-08","http://www.metacritic.com/game/pc/ultra-street-fighter-iv"
"Undertale","94","Role-Playing","http://static.metacritic.com/images/products/games/3/20eaf3896cb848f546da965f864ac061-98.jpg","8.4","Welcome to UNDERTALE. In this RPG, you control a human who falls underground into the world of monsters. Now you must find your way out... or stay trapped forever.","PC","tobyfox","tobyfox","","2015-09-15","http://www.metacritic.com/game/pc/undertale"
"Unturned",NA,"Action","http://static.metacritic.com/images/products/games/3/5f023d5ed99c7132def2b02a420b020d-98.jpg","7.6","You become a survivor in the zombie infested ruins of society, and team up with your friends to remain among the living.","PC","Smartly Dressed Games","Nelson Sexton","","2014-07-07","http://www.metacritic.com/game/pc/unturned"
"Valkyria Chronicles","85","General","http://static.metacritic.com/images/products/games/0/9b94929e31c3c9b0c19532ec65944f58-98.jpg","8.3","Includes all previously released downloadable content. Set in a fictitious continent harkening back to the 1930s, Valkyria Chronicles highlights a Europe divided in two and governed by two powers: the Empire and the Federation. The Empire has designs on invading the small neutral country of Gallia, located between the two superpowers' territories, in an attempt to secure precious natural resources. Amidst this struggle a hero named Welkin, and his fellow soldiers of the Federation's Seventh Platoon, are fighting back against the invasion and the Empires attempts to unify the continent under its power.","PC","Sega","Sega","T","2014-11-11","http://www.metacritic.com/game/pc/valkyria-chronicles"
"Vindictus","76","Role-Playing","http://static.metacritic.com/images/products/games/2/ab0ceec1ea7a5251767a5831867c8ca3-98.jpg","7.1","Vindictus, known in Asia as Mabinogi Heroes, will combine gritty third-person brawling combat with massively multiplayer role-playing.","PC","Nexon America Inc.","devCAT","T","2010-10-27","http://www.metacritic.com/game/pc/vindictus"
"Viridi","46","Miscellaneous","http://static.metacritic.com/images/products/games/1/7f73cf86242b57b741abc8b16c57e29d-98.jpg","7.3","","PC","Ice Water Games","Ice Water Games","","2015-08-20","http://www.metacritic.com/game/pc/viridi"
"War Thunder","82","Action","http://static.metacritic.com/images/products/games/4/b5e28d118d0a4ab08db1aaf97f824b98-98.jpg","6.7","War Thunder is a next generation MMO combat game dedicated to World War II military aviation, armored vehicles, and fleets. You will take part in all of the major combat battles, fighting with real players all over the world.","PC","Gaijin Entertainment","Gaijin Entertainment","T","2013-08-15","http://www.metacritic.com/game/pc/war-thunder"
"Warface","62","Action","http://static.metacritic.com/images/products/games/6/311b3a1c9216f16dd7fcc5bbc3afdf94-98.jpg","3.9","Warface gives you extensive and addictive multiplayer options. A vast and constantly updated PVE universe complete with dramatic co-op missions that reward teamwork and individual skill, and a full set of class-based PVP games for unmatched competitive play.","PC","Crytek","Crytek","T","2013-10-21","http://www.metacritic.com/game/pc/warface"
"Warframe","68","Action","http://static.metacritic.com/images/products/games/1/61a9233c2092c765727c17294df6da8b-98.jpg","8.1","Set in the far reaches of outer space during a new Dark Age, WARFRAME introduces the Tenno, a race on the brink of extinction after being enslaved by the Grineer for centuries. Players enter WARFRAME on the cusp of the Grineer's victory over the Tenno until they begin to arm themselves with WARFRAMES - an ancient exo-skeletal technology only they can operate. Hidden within the Orokin Derelicts of a lost civilization, new WARFRAMES lie dormant and undiscovered. These artifacts are the Tenno's only hope for survival.","PC","Digital Extremes","Digital Extremes","M","2013-03-25","http://www.metacritic.com/game/pc/warframe"
"Wargame: Red Dragon","78","Strategy","http://static.metacritic.com/images/products/games/8/2d22f5baa09aa52a2a61c74b110d540c-98.jpg","8","The Wargame series returns to duty, larger, richer and more spectacular than ever before. In Wargame Red Dragon, you are engaged in a large-scale conflict where Western forces clash against the Communist bloc.","PC","Focus Home Interactive","Eugen Systems","","2014-04-17","http://www.metacritic.com/game/pc/wargame-red-dragon"
"Warhammer 40000: Dawn of War - Soulstorm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warhammer 40000: Dawn of War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warhammer 40000: Dawn of War II - Retribution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warhammer: End Times - Vermintide","79","Action","http://static.metacritic.com/images/products/games/0/99716a47b8e5d44c850cb749a074480f-98.jpg","8","Vermintide is an epic co-operative action combat adventure set in the End Times of the iconic Warhammer Fantasy world.","PC","Fatshark","Fatshark","","2015-10-23","http://www.metacritic.com/game/pc/warhammer-end-times---vermintide"
"WARMODE",NA,"Action","http://static.metacritic.com/images/products/games/1/90180ca56f294f4980d0c922f4d74fb1-98.jpg",NA,"Free to play shooter about the confrontation of two irreconcilable sides, represented by the government military housings and the armed hirelings. Try your hand at virtual battles with off-scale dynamics and hurricane gameplay in the spirit of the classical shooters. In the game are available a wide range of maps and several modes.","PC","WARTEAM","WARTEAM","","1970-01-01","http://www.metacritic.com/game/pc/warmode"
